gio_hoc_moi_tuan,diem_dau_vao,diem_trung_binh_truoc,tham_gia_ngoai_khoa,gio_giai_tri,lam_them,khoang_cach_den_truong,gpa
26,6.26,8.76,0,27,1,1,5.19
38,8.02,5.91,0,16,1,5,5.13
28,6.59,8.09,1,31,0,33,5.55
18,7.33,7.01,0,25,1,21,5.0
29,8.55,7.08,0,21,0,5,5.0
20,8.45,7.63,0,28,0,4,5.0
18,7.47,7.81,1,40,0,1,5.59
13,5.38,5.56,0,10,0,1,5.0
7,10.0,7.04,1,13,1,3,5.4
21,9.6,8.46,0,41,0,28,5.37
26,8.37,6.01,1,23,1,31,5.0
24,6.6,6.27,1,21,1,16,5.0
20,7.36,9.21,0,19,0,4,6.12
15,6.85,5.94,1,29,0,1,5.0
31,9.02,8.81,1,40,1,9,5.85
11,7.82,6.63,1,14,0,10,5.0
32,6.56,7.4,1,19,0,5,5.12
14,6.94,7.67,1,17,1,11,5.0
17,8.85,8.74,0,25,1,13,5.29
10,9.42,7.52,1,29,1,15,5.0
19,9.33,9.79,1,32,0,6,5.25
34,8.41,6.8,1,26,0,15,5.93
30,7.2,7.3,1,40,0,1,5.0
34,5.0,6.66,1,15,0,11,5.0
30,7.86,6.08,1,13,0,2,5.24
13,7.5,6.85,1,31,0,3,5.07
21,7.67,7.37,1,20,1,1,5.0
17,7.56,6.72,0,8,1,2,5.0
38,5.91,8.77,0,17,1,48,5.64
13,8.17,6.47,1,22,1,5,5.0
33,8.26,8.62,1,14,0,26,6.12
33,8.32,8.29,0,11,0,1,6.05
43,8.64,7.48,1,18,1,2,5.0
20,8.22,6.46,0,11,1,8,5.0
32,7.01,6.2,1,25,0,4,5.0
47,7.41,6.58,1,4,0,10,5.0
18,7.61,5.78,0,20,1,5,5.0
9,7.63,6.14,0,24,0,16,5.0
6,8.7,6.11,1,19,0,5,5.0
32,8.27,8.79,1,28,0,8,6.11
6,9.99,8.55,1,9,1,3,5.81
21,10.0,8.73,0,14,0,12,5.34
29,7.6,7.8,0,17,1,10,5.0
26,5.0,6.58,1,25,0,5,5.0
29,8.98,9.13,1,21,0,3,6.89
27,6.85,6.31,1,37,1,9,5.0
37,6.54,6.97,1,13,0,28,5.19
15,7.02,7.79,1,8,0,1,5.34
18,6.96,5.6,0,34,0,16,5.0
17,8.23,9.47,1,8,1,7,5.73
33,5.63,6.62,1,25,0,7,5.0
34,6.21,6.91,0,12,0,32,5.53
29,7.91,8.59,1,3,1,9,5.88
36,8.25,8.33,1,17,0,17,6.14
13,8.27,7.42,1,27,0,7,5.08
41,6.56,7.0,1,10,1,2,5.0
40,6.33,5.4,0,24,0,11,5.0
32,6.89,6.38,0,26,0,25,5.0
42,7.79,7.78,1,9,1,18,5.68
8,9.28,8.15,1,18,1,2,5.44
19,5.04,7.7,1,32,0,3,5.0
17,7.24,6.94,1,25,0,7,5.0
32,5.9,5.27,1,17,1,8,5.0
14,5.52,7.66,1,23,0,2,5.0
32,8.66,9.01,1,14,0,2,6.17
38,8.15,8.29,1,28,0,14,5.16
31,8.04,7.14,0,28,1,13,5.44
27,8.61,8.58,0,20,0,18,5.92
15,6.92,9.08,0,21,1,27,5.24
16,6.98,7.12,1,12,1,3,5.0
37,10.0,6.52,0,9,0,19,5.12
32,7.2,6.45,0,16,0,10,5.0
24,8.38,8.07,0,19,1,31,5.0
20,7.51,5.75,1,28,0,3,5.0
4,5.28,6.66,0,27,0,3,5.0
14,5.05,6.81,1,21,1,12,5.0
44,6.81,8.55,0,29,0,26,6.25
12,8.77,8.91,1,12,0,17,5.89
26,8.45,8.34,0,28,0,12,5.51
35,8.6,6.08,0,13,0,4,5.12
12,6.32,7.76,1,29,0,12,5.0
26,9.44,8.47,1,19,1,16,5.82
34,6.34,7.07,1,4,1,13,5.4
25,7.76,5.83,1,25,0,11,5.35
53,7.49,6.33,1,26,0,1,5.29
8,7.29,5.86,1,16,0,10,5.0
35,9.11,6.23,0,17,0,6,5.13
23,6.65,6.89,1,18,0,32,5.0
32,5.88,5.83,0,4,0,9,5.22
29,7.52,9.26,0,1,1,9,6.36
17,7.02,6.83,0,30,0,50,5.0
27,10.0,9.26,0,13,0,1,6.1
6,8.31,5.99,1,34,0,3,5.0
31,7.01,6.45,0,30,0,10,5.0
27,6.23,6.87,1,32,1,3,5.0
31,5.24,5.52,0,14,0,4,5.0
35,6.27,6.34,0,7,1,22,5.22
28,7.64,6.96,0,11,0,8,5.2
26,9.21,7.42,1,16,1,1,5.49
16,8.85,9.5,1,1,1,3,5.62
17,7.77,7.63,0,16,0,1,5.0
36,7.11,7.54,0,18,0,8,5.39
39,7.82,7.81,1,9,1,1,5.25
22,6.88,7.61,0,11,0,19,5.23
25,9.56,7.68,1,18,1,8,5.53
15,7.27,6.75,0,22,0,1,5.0
36,7.4,7.29,0,12,0,3,5.37
31,5.0,7.61,1,22,0,9,5.0
44,7.27,8.26,1,21,1,4,5.61
16,8.5,7.2,0,20,0,7,5.0
21,6.22,7.57,1,14,0,24,5.01
27,6.6,6.68,1,9,0,4,5.0
31,8.45,7.47,0,33,0,4,5.0
22,5.73,6.12,0,25,0,17,5.0
16,8.77,7.34,1,28,0,3,5.31
33,6.86,8.37,1,19,1,1,6.08
32,7.03,7.11,1,18,1,1,5.57
15,6.15,6.89,0,23,0,29,5.0
38,7.95,5.89,1,5,0,27,5.0
36,10.0,7.58,0,11,0,2,6.04
26,8.44,7.18,0,13,1,8,5.0
25,6.46,5.97,1,16,0,1,5.0
30,8.86,7.58,1,12,0,11,6.18
16,7.12,6.59,0,22,0,2,5.0
25,9.15,7.73,1,20,1,1,5.46
3,8.47,7.57,0,31,1,17,5.0
33,5.0,5.4,0,39,0,3,5.0
9,6.3,6.37,0,9,0,1,5.0
40,8.63,7.57,1,21,0,17,5.42
21,7.68,8.45,1,21,0,14,5.41
22,6.27,7.05,0,19,0,11,5.0
18,6.74,6.23,0,11,1,24,5.0
22,5.21,6.88,1,12,0,6,5.0
39,7.39,8.91,1,21,1,1,5.82
0,10.0,8.86,1,12,0,1,5.54
37,8.47,8.01,0,21,1,3,5.6
28,10.0,8.66,1,18,0,1,6.65
12,8.56,8.98,0,21,0,7,5.0
14,8.73,8.65,0,12,1,1,5.0
41,9.87,8.46,0,21,0,5,6.34
15,7.95,8.41,0,12,0,1,5.0
13,7.28,5.95,0,21,1,4,5.0
36,8.74,6.12,1,30,0,11,5.0
28,9.24,7.84,1,22,0,4,5.75
15,6.92,7.05,0,22,1,4,5.0
27,6.63,6.32,1,26,1,46,5.0
14,7.67,8.07,1,8,1,12,5.72
36,8.5,6.05,1,33,0,7,5.21
35,8.46,6.88,1,11,1,8,5.59
30,5.79,6.13,0,27,1,9,5.0
28,9.79,6.44,0,25,1,1,5.16
42,6.73,8.49,1,12,1,1,6.69
24,7.18,5.65,0,28,0,10,5.0
13,6.42,6.21,1,23,0,4,5.0
29,10.0,8.85,0,35,1,1,5.63
45,7.79,7.92,1,21,1,3,6.1
14,6.48,5.68,0,19,0,1,5.0
21,8.54,8.18,1,15,1,24,5.88
29,8.42,7.73,1,6,1,2,5.93
24,7.27,9.18,0,17,1,1,5.46
15,8.51,7.88,1,17,1,9,5.14
36,6.51,6.7,0,22,1,7,5.0
48,6.91,6.07,0,8,1,8,5.13
26,5.09,5.64,1,18,1,5,5.0
15,5.91,5.81,0,24,0,6,5.0
9,9.67,9.24,1,25,0,15,6.1
27,9.47,7.76,1,5,0,2,6.81
36,7.58,7.77,0,25,0,5,5.0
29,9.5,9.34,1,18,0,31,6.18
24,7.31,5.69,0,18,1,2,5.0
19,7.21,8.41,1,1,1,3,5.07
14,7.57,7.23,0,31,0,2,5.0
33,7.35,7.56,1,21,1,1,5.0
34,7.24,6.2,1,7,0,3,5.0
9,8.87,6.77,0,23,0,1,5.03
40,7.68,7.72,1,22,1,1,6.0
30,8.35,9.51,0,29,0,4,5.76
38,8.74,8.57,1,17,1,1,6.32
11,7.97,8.62,1,20,0,13,5.81
11,6.34,6.6,0,14,0,15,5.0
23,5.88,6.03,1,24,1,5,5.0
30,7.68,6.38,1,13,0,41,5.01
42,7.29,6.58,0,12,1,11,5.14
32,7.6,5.78,0,19,0,13,5.01
22,7.48,6.38,1,10,0,2,5.0
14,10.0,7.31,1,32,1,18,5.0
37,5.9,6.49,0,35,1,29,5.0
15,5.11,6.57,0,16,0,2,5.0
41,7.9,7.65,0,8,0,11,6.09
22,7.05,7.0,0,22,1,13,5.0
40,7.88,6.65,1,16,0,3,5.8
31,8.2,5.96,0,29,0,6,5.0
23,9.04,7.01,0,13,1,1,5.4
19,5.69,5.59,1,24,0,1,5.0
21,6.83,7.44,1,20,0,1,5.0
29,8.01,8.26,1,14,0,8,5.78
25,8.42,8.41,0,21,1,9,5.13
19,10.0,8.69,1,27,1,24,5.91
23,8.65,7.35,1,20,1,7,5.0
25,7.43,6.58,1,20,0,3,5.0
3,6.43,6.04,1,13,0,1,5.0
29,6.82,5.55,1,29,0,21,5.0
15,6.79,7.98,0,28,0,6,5.0
13,8.29,7.2,1,16,0,13,5.0
8,7.81,5.93,0,19,0,1,5.0
7,5.91,5.81,0,31,1,6,5.0
11,6.98,6.08,0,10,1,3,5.0
17,8.55,7.51,0,24,0,1,5.38
44,7.92,8.4,1,15,1,14,6.24
19,8.18,6.99,1,34,1,7,5.0
26,7.96,5.89,1,20,0,4,5.0
29,9.45,7.54,0,30,0,16,5.83
26,7.78,7.07,1,13,1,5,5.24
24,7.04,6.77,1,10,0,1,5.0
13,6.4,6.16,0,18,0,28,5.0
39,7.8,7.47,0,22,0,2,5.0
43,5.0,6.47,0,15,0,17,5.0
8,7.28,7.06,0,26,1,16,5.0
14,7.25,7.51,1,18,1,1,5.0
22,5.86,6.21,0,3,0,6,5.0
15,6.39,6.3,1,24,1,1,5.0
30,8.47,8.89,0,12,1,4,6.33
17,7.78,7.82,1,17,1,13,5.0
46,7.62,8.05,1,32,0,2,6.31
36,7.87,8.55,0,34,0,1,6.25
27,7.61,7.74,1,15,0,7,5.66
35,8.99,8.57,0,24,0,7,6.19
36,7.65,5.79,0,15,0,11,5.28
19,5.75,6.84,0,17,0,14,5.0
16,9.46,7.54,1,15,0,11,5.0
25,7.94,9.04,1,6,0,18,5.84
33,6.79,7.91,0,20,1,2,5.0
26,6.0,6.04,0,22,0,8,5.0
9,7.98,7.68,1,14,1,4,5.0
16,7.36,7.28,1,28,1,32,5.0
24,9.39,8.19,1,16,0,5,6.34
24,7.08,5.96,0,14,0,32,5.0
44,6.5,7.23,1,24,1,14,6.11
11,8.57,7.23,1,7,0,12,5.0
30,8.61,7.78,0,27,1,6,5.22
39,7.7,6.45,1,16,1,5,5.7
47,8.31,6.78,0,27,0,7,5.1
20,7.45,8.37,1,30,0,3,5.82
29,7.78,6.13,1,25,0,23,5.0
30,8.9,6.54,1,13,1,15,5.53
26,8.25,7.32,1,9,1,16,5.0
24,7.3,6.28,1,8,1,5,5.0
29,9.12,6.71,1,28,0,1,5.0
0,5.0,6.51,1,18,0,11,5.0
31,9.96,6.49,0,15,0,4,5.12
26,5.45,5.48,1,18,1,20,5.0
22,6.75,9.02,0,28,0,15,5.42
45,7.45,7.62,0,26,0,1,5.43
18,7.32,6.31,1,23,1,9,5.0
20,8.71,7.95,1,25,0,11,5.17
44,6.23,7.36,1,21,0,8,5.08
16,7.81,8.29,1,22,0,7,5.26
19,6.81,6.81,1,21,0,2,5.0
23,7.85,8.28,1,19,1,2,5.6
33,7.42,5.73,0,26,0,14,5.0
27,7.61,6.07,1,22,0,1,5.03
12,6.84,7.12,1,12,0,15,5.0
19,6.89,7.31,1,24,0,7,5.0
18,7.84,6.3,0,21,0,27,5.0
24,8.63,7.76,1,24,0,50,5.21
29,6.78,6.28,0,19,1,10,5.04
29,6.46,6.55,1,26,0,5,5.0
7,8.24,8.45,0,19,1,6,5.0
35,7.46,8.09,1,25,0,2,5.29
27,8.5,6.4,0,16,1,1,5.0
38,6.41,5.71,0,16,0,8,5.0
29,5.36,6.08,1,24,0,16,5.0
36,6.86,6.93,1,17,1,3,5.0
29,6.58,6.18,1,37,0,5,5.0
38,7.41,8.21,0,24,0,8,5.2
30,6.74,7.29,0,20,0,23,5.46
24,8.39,7.84,1,26,0,1,5.39
47,7.15,5.72,1,16,0,2,5.02
33,7.68,8.43,1,27,0,25,5.88
30,7.69,5.81,0,27,1,1,5.0
12,7.73,8.1,0,30,1,10,5.0
12,7.47,8.12,1,16,1,10,5.0
27,8.11,6.88,1,10,0,4,5.06
26,6.55,8.2,1,15,0,6,5.25
18,9.18,7.59,1,17,1,19,5.0
26,7.22,7.13,1,33,0,1,5.0
40,5.93,7.03,1,37,1,2,5.02
31,7.73,9.32,1,22,0,7,5.14
13,6.48,8.26,0,20,0,5,5.15
23,8.3,8.13,0,17,1,8,5.66
16,10.0,6.94,0,26,1,25,5.0
21,6.56,7.02,1,37,1,24,5.0
20,7.9,6.42,0,34,1,2,5.0
20,5.39,7.38,0,29,1,3,5.0
12,8.04,7.46,1,28,0,1,5.15
23,6.44,5.65,1,26,1,26,5.0
19,6.75,7.01,0,19,1,5,5.17
0,6.18,5.86,0,14,1,5,5.0
45,8.38,7.57,1,19,0,16,6.11
35,8.71,6.61,1,23,1,7,5.47
21,7.53,7.19,0,8,0,1,5.6
25,6.46,7.63,0,18,0,5,5.0
13,9.41,7.67,0,13,0,9,5.44
41,6.6,6.47,1,28,0,12,5.0
43,5.0,6.61,1,15,0,10,5.0
26,8.05,8.05,1,22,1,1,5.0
35,6.17,5.59,0,14,1,3,5.0
26,8.69,7.78,0,32,0,13,5.0
11,7.04,8.4,1,6,1,21,5.07
20,8.22,7.97,1,23,0,1,5.47
26,9.18,7.72,0,9,0,1,5.75
20,6.05,7.39,0,15,0,10,5.0
22,6.82,7.42,0,21,1,7,5.07
24,7.41,7.91,1,22,0,1,5.5
24,9.35,6.3,0,21,0,7,5.0
25,6.71,5.51,0,21,0,36,5.0
14,6.79,7.99,1,14,1,9,5.0
17,8.07,5.92,0,18,1,5,5.0
12,6.81,7.36,1,20,0,17,5.0
34,7.68,6.84,0,21,0,2,5.0
3,5.64,5.55,0,19,1,5,5.0
36,10.0,8.27,1,25,1,7,6.72
38,5.88,6.88,0,20,0,7,5.12
21,7.11,9.13,1,21,1,25,5.58
0,7.46,6.48,0,16,1,3,5.0
21,9.8,9.35,0,11,0,1,6.16
24,5.91,7.04,0,21,0,24,5.0
14,9.88,7.17,0,29,0,2,5.0
19,8.41,8.26,1,23,1,4,5.35
40,8.0,7.89,1,13,0,7,6.15
31,6.32,6.83,1,26,0,37,5.0
15,8.19,7.64,0,17,1,7,5.0
9,6.63,6.26,1,25,1,5,5.0
21,9.02,6.74,0,17,0,8,5.04
22,6.33,7.6,1,22,0,35,5.0
29,7.36,6.87,0,15,0,17,5.15
19,6.83,6.87,1,16,1,1,5.0
30,6.31,7.09,0,7,1,16,5.0
44,8.39,7.7,0,24,0,18,6.3
33,8.14,5.94,0,22,0,11,5.29
24,8.95,8.94,0,23,1,10,5.51
23,5.36,6.64,0,22,0,5,5.0
21,8.78,7.32,0,13,1,10,5.47
36,10.0,8.35,0,27,0,13,6.24
18,6.96,7.24,1,27,1,1,5.0
25,9.77,8.64,0,13,0,2,6.29
25,7.18,7.62,0,24,0,2,5.0
19,5.85,7.41,1,26,0,18,5.0
11,7.13,8.46,0,16,1,11,5.0
28,8.76,8.46,0,17,0,5,5.99
24,6.49,6.68,0,24,0,17,5.0
30,6.78,5.75,0,7,1,12,5.0
19,8.21,9.11,1,11,1,24,5.16
37,7.5,6.9,1,12,1,1,5.4
16,8.2,6.86,1,5,0,7,5.02
42,7.79,5.84,1,28,1,12,5.0
7,8.08,7.68,0,4,0,2,5.0
29,6.98,7.15,1,22,0,3,5.0
29,7.78,5.83,0,26,0,5,5.0
17,6.39,7.29,0,17,0,15,5.0
29,9.05,7.09,0,14,0,6,6.21
37,6.74,9.02,1,21,0,6,5.89
2,8.85,6.96,1,20,1,5,5.0
30,7.22,6.61,1,28,0,2,5.0
0,7.74,6.3,1,0,0,25,5.0
15,6.91,8.31,0,12,0,3,5.0
41,6.28,6.39,0,24,1,8,5.15
19,5.41,5.76,1,20,0,1,5.0
13,6.23,7.51,0,26,0,5,5.0
23,7.11,5.63,1,22,0,23,5.04
45,7.75,7.88,0,18,1,50,5.0
6,8.71,9.38,1,17,0,4,6.0
14,6.97,7.58,0,38,0,1,5.0
39,6.44,7.5,1,32,0,3,5.0
43,5.77,7.54,1,23,1,3,5.18
23,8.08,9.12,1,20,0,10,6.52
12,9.16,8.92,1,24,1,6,6.13
45,9.02,8.07,0,26,0,14,5.35
40,8.35,8.35,1,23,1,12,5.71
31,8.27,6.45,0,13,0,2,5.52
16,9.54,8.58,0,34,1,15,5.41
24,7.9,6.21,0,21,0,18,5.0
23,8.28,7.0,0,36,0,9,5.0
28,7.12,5.63,1,21,0,26,5.0
39,5.87,7.08,1,18,1,15,5.0
33,6.68,6.23,0,31,1,9,5.0
14,7.49,8.31,0,22,0,23,5.0
38,7.57,7.58,0,21,1,9,5.0
28,9.81,9.02,0,10,0,7,6.03
31,7.6,6.04,1,25,1,4,5.0
39,8.91,8.66,0,16,0,21,6.61
13,6.98,9.09,0,16,0,1,5.0
24,7.13,7.84,1,16,0,6,5.81
19,5.91,7.5,0,23,1,7,5.0
9,6.61,7.06,1,7,1,8,5.0
28,8.13,6.79,1,18,0,10,5.39
50,7.51,7.95,0,27,0,7,5.55
6,8.63,6.09,0,10,0,2,5.0
24,7.72,6.78,0,21,0,19,5.0
31,7.08,5.62,0,14,0,10,5.0
26,10.0,7.16,1,16,0,19,5.66
23,7.39,7.79,0,33,0,3,5.0
12,8.9,8.1,1,6,1,10,5.42
27,7.02,7.06,1,26,1,12,5.0
17,8.35,7.58,1,16,0,4,5.99
3,8.61,6.08,0,15,1,16,5.0
36,7.75,6.83,1,11,0,1,5.47
34,5.0,5.68,0,26,1,9,5.0
25,7.52,6.46,0,18,0,9,5.0
27,8.98,8.22,1,17,1,7,5.12
35,8.13,6.44,0,20,0,9,5.01
27,8.04,6.68,1,18,0,1,5.59
34,5.43,5.13,1,3,1,11,5.0
22,6.64,6.58,0,16,0,4,5.0
38,7.99,6.16,1,27,0,6,5.46
28,7.99,7.38,0,7,1,4,5.0
26,8.96,6.59,0,11,1,6,5.29
12,7.33,7.21,1,16,0,9,5.0
27,7.99,7.14,0,14,0,18,5.0
16,7.52,8.91,1,19,0,6,5.85
18,6.32,7.32,1,11,1,3,5.32
16,5.0,5.0,1,16,0,6,5.0
14,8.02,5.98,1,19,1,11,5.0
46,7.71,7.27,1,25,0,4,6.37
38,6.76,5.95,0,29,0,5,5.0
44,5.56,5.17,1,17,0,8,5.0
12,8.26,8.79,0,35,0,3,5.0
25,7.18,7.81,1,18,1,2,5.19
12,8.17,7.9,1,26,0,1,5.12
18,9.74,7.18,1,35,1,4,5.02
15,5.0,6.85,0,21,0,1,5.0
37,6.66,6.16,1,9,0,8,5.0
21,7.25,7.29,1,20,0,1,5.0
35,9.25,6.71,1,15,1,4,5.31
31,5.54,8.15,0,17,1,3,5.0
48,9.82,6.45,1,35,0,9,5.18
10,7.66,8.49,0,10,1,18,5.0
37,7.38,7.16,1,22,0,10,5.0
36,7.26,6.56,0,12,1,7,5.26
15,6.98,7.17,1,17,1,11,5.0
35,8.76,8.3,1,25,1,1,5.94
28,6.22,8.2,1,22,1,1,5.0
22,7.91,7.6,0,18,1,1,5.0
16,7.04,6.08,1,14,1,1,5.0
17,6.59,6.93,0,22,0,3,5.0
45,10.0,9.81,1,33,0,7,6.48
25,8.0,8.72,1,12,1,1,5.8
32,8.24,8.32,1,35,1,27,5.37
17,8.87,8.4,1,29,0,19,5.63
17,5.79,7.37,0,30,0,35,5.0
35,9.6,9.0,0,22,1,1,5.88
11,5.0,5.92,0,29,1,19,5.0
20,6.58,5.47,0,11,0,16,5.0
25,6.95,7.06,1,14,0,23,5.0
26,8.2,6.5,0,26,0,7,5.0
23,7.76,6.12,1,22,0,15,5.0
28,7.3,6.33,0,18,1,1,5.0
31,7.49,9.25,1,0,1,1,5.64
32,6.33,6.94,0,16,0,1,5.0
15,5.7,6.99,0,10,0,24,5.0
22,8.37,6.13,0,23,1,1,5.0
36,8.33,6.0,1,18,0,1,5.67
33,9.4,6.86,1,14,0,26,5.43
11,6.55,8.38,1,41,1,1,5.14
28,8.33,7.75,0,28,1,20,5.0
5,7.16,7.68,0,28,0,15,5.0
25,8.93,8.35,1,37,1,1,5.72
43,8.73,6.9,1,26,0,1,5.98
15,7.75,8.68,1,13,0,7,5.04
16,7.09,6.36,0,12,0,50,5.0
32,8.65,8.97,1,27,0,21,6.4
9,8.28,7.85,0,3,0,3,5.0
18,6.68,5.5,1,19,0,4,5.0
30,5.91,5.89,1,2,1,4,5.0
18,7.15,5.65,0,20,1,13,5.0
22,9.32,8.92,1,26,0,4,6.21
32,8.88,7.54,1,22,0,1,5.6
29,6.17,5.35,1,27,0,13,5.0
27,6.1,7.12,1,35,0,6,5.0
21,9.03,7.04,0,18,0,1,5.79
28,6.14,5.34,1,42,1,15,5.0
23,8.11,9.1,0,21,0,8,5.77
29,6.76,7.04,1,27,0,6,5.0
20,9.44,7.42,0,15,0,11,5.37
23,6.58,6.45,0,32,0,7,5.0
15,8.87,6.16,0,28,1,10,5.0
24,7.72,5.85,0,31,0,20,5.0
16,7.8,8.59,1,20,0,9,5.68
13,5.14,5.94,1,9,1,10,5.0
27,5.0,6.42,0,23,0,9,5.0
27,7.24,5.67,1,6,0,7,5.43
32,7.8,5.85,1,17,1,1,5.0
20,6.15,7.39,1,21,1,4,5.11
29,6.19,7.15,1,39,0,11,5.01
30,8.17,9.19,1,22,0,5,5.54
29,8.18,8.76,1,21,1,5,5.88
16,7.33,6.86,1,19,0,14,5.0
26,8.44,7.93,0,9,0,1,5.83
28,6.09,6.39,1,20,0,11,5.0
25,7.07,9.12,0,20,0,6,5.59
4,9.48,8.95,1,12,0,4,5.66
26,7.58,7.35,0,10,0,4,5.2
47,7.65,7.41,1,16,1,1,5.34
21,10.0,9.42,1,20,0,4,6.3
17,5.82,7.25,1,16,0,4,5.0
28,8.46,9.07,1,11,0,5,5.97
28,9.5,6.35,0,22,1,11,5.0
36,7.11,7.52,0,24,0,6,5.0
12,8.53,6.92,1,20,0,15,5.0
32,6.32,8.64,1,15,0,10,5.65
30,6.68,8.53,1,24,0,2,5.37
23,7.96,7.32,1,18,1,3,5.0
28,8.46,9.05,1,10,0,1,5.62
35,8.85,9.43,0,28,0,29,6.07
33,9.38,7.79,1,22,1,21,6.29
13,7.42,9.23,0,19,0,1,5.78
33,8.93,7.55,0,7,0,8,5.92
24,7.09,6.8,0,14,0,32,5.0
25,8.58,8.38,1,36,1,13,5.75
25,7.75,6.85,0,7,0,6,5.0
23,8.03,7.4,0,17,0,2,5.02
36,8.01,8.78,1,19,0,3,5.84
24,5.57,6.59,1,22,0,13,5.0
13,6.15,5.35,0,8,1,15,5.0
21,7.62,7.57,0,21,1,7,5.0
26,5.48,5.81,1,6,1,1,5.0
37,8.5,8.36,1,20,1,27,6.08
31,8.55,8.19,1,14,1,18,5.93
16,7.89,8.81,1,13,0,1,5.68
49,6.15,7.7,1,26,0,1,5.14
27,9.16,8.79,1,18,0,7,5.79
37,9.94,7.18,0,23,0,3,5.89
23,7.68,8.05,0,24,0,3,5.2
30,8.11,9.4,0,30,0,1,6.21
33,7.74,6.5,1,10,0,30,5.0
37,8.14,9.23,0,27,0,17,6.1
35,7.36,6.53,1,20,1,1,5.1
33,7.46,6.24,1,16,0,20,5.01
21,8.59,7.79,0,10,0,11,5.37
19,10.0,8.65,1,24,1,3,5.38
28,5.82,7.6,1,12,0,20,5.0
34,7.38,6.1,1,24,0,9,5.0
22,6.08,7.18,1,35,0,18,5.0
35,9.41,7.0,0,27,1,6,5.04
39,6.79,5.54,0,31,1,6,5.0
15,5.77,5.66,0,14,0,3,5.0
16,8.27,6.59,0,26,0,4,5.0
23,9.59,8.33,0,10,0,8,6.07
28,8.3,8.6,0,18,0,29,6.03
19,7.75,5.82,1,33,1,9,5.0
38,7.99,7.67,0,15,1,1,5.41
29,9.2,6.42,1,28,0,1,5.58
25,6.45,7.5,0,28,1,19,5.0
10,7.37,6.46,1,28,0,4,5.0
11,6.96,5.88,0,9,1,3,5.0
27,6.1,7.57,0,24,1,16,5.0
3,7.11,6.42,0,18,0,29,5.0
35,8.83,7.22,0,28,1,13,5.0
23,8.18,5.95,1,6,0,1,5.0
57,8.27,8.38,1,22,0,4,6.83
48,7.68,8.06,1,21,1,14,6.03
23,8.13,7.34,1,4,0,23,5.0
23,6.54,5.46,1,12,0,50,5.0
34,7.13,8.31,1,5,1,7,6.67
42,7.73,6.52,1,14,1,17,5.43
8,7.83,6.77,0,24,0,1,5.0
7,7.88,9.37,0,21,0,3,5.02
18,7.33,6.36,1,21,0,4,5.0
30,7.05,7.79,1,11,0,37,5.26
29,10.0,8.49,1,28,1,1,6.61
35,8.59,7.89,1,19,0,3,6.37
13,8.0,7.59,1,20,0,26,5.07
1,7.22,7.46,1,27,0,3,5.0
33,6.96,7.27,1,12,0,2,5.0
16,7.34,7.05,1,21,1,13,5.0
4,7.85,8.84,1,23,0,13,5.11
26,5.24,5.09,1,15,0,6,5.0
32,5.62,7.66,0,25,1,29,5.13
23,6.74,7.78,0,23,0,2,5.0
20,7.75,7.96,1,19,0,24,5.0
23,7.21,8.24,1,18,0,14,5.69
21,9.27,7.58,1,24,0,4,5.22
11,5.72,5.22,1,26,0,16,5.0
17,6.6,6.8,1,20,0,1,5.0
30,9.32,6.66,1,28,0,1,5.28
28,7.66,6.43,1,25,1,26,5.25
26,8.56,6.16,1,5,0,1,5.53
15,9.96,7.39,0,8,1,1,5.06
23,6.67,6.27,1,29,1,4,5.0
3,7.38,5.71,1,18,0,1,5.0
26,7.17,7.79,1,21,0,19,5.61
39,5.15,8.55,1,29,0,25,5.77
10,7.13,7.67,0,19,0,6,5.0
19,8.56,7.25,0,20,1,5,5.19
28,8.15,7.29,1,13,0,7,5.28
37,8.24,6.93,0,22,1,2,5.68
20,7.05,7.11,0,24,1,3,5.0
18,6.71,6.87,1,15,0,1,5.03
5,9.02,6.72,1,12,0,5,5.4
26,6.9,8.74,0,41,0,9,5.41
45,7.85,5.86,1,19,1,26,5.09
27,7.7,7.96,1,14,1,13,5.36
24,9.25,7.57,1,25,0,12,5.0
28,8.67,9.5,0,19,0,3,5.88
24,5.95,7.04,0,11,0,21,5.0
16,6.07,6.34,0,23,1,29,5.0
33,8.19,7.1,0,13,1,26,5.0
27,7.42,7.17,0,32,0,1,5.0
25,6.95,5.79,0,23,0,9,5.0
15,8.72,6.71,0,17,0,10,5.07
38,7.72,5.82,0,20,0,3,5.82
31,7.56,6.2,1,27,1,48,5.0
19,8.44,7.53,0,21,0,3,5.0
35,7.05,7.33,0,36,1,2,5.0
20,9.38,6.31,0,29,0,6,5.45
17,6.55,6.72,0,23,0,3,5.0
17,8.29,7.98,0,12,0,25,5.0
7,9.22,7.5,0,18,1,5,5.15
29,5.85,5.99,1,23,1,5,5.0
6,7.09,6.59,1,13,0,9,5.0
12,8.87,6.99,1,30,0,1,5.0
4,8.89,6.9,1,12,0,14,5.0
24,7.29,7.27,1,14,0,14,5.22
23,6.62,8.99,1,15,1,6,5.53
21,8.65,6.71,1,25,0,31,5.0
14,8.92,7.24,0,13,0,8,5.06
13,6.1,6.68,1,5,1,11,5.0
29,6.06,5.99,0,28,0,25,5.13
19,7.77,8.38,0,16,0,10,5.33
28,8.26,5.98,1,11,0,5,5.25
16,7.14,6.48,1,13,1,1,5.0
26,8.32,8.25,0,33,0,13,5.76
